"","building_eval_score","year_built","year_evaluated","wardname","reactive_score"
"1766",87,1997,2023,"Spadina-Fort York",0
"1767",96,1993,2024,"Toronto Centre",0
"1768",89,1993,2023,"Toronto Centre",0
"1769",91,2006,2023,"Toronto Centre",-1
"1770",91,1961,2023,"Don Valley East",0
"1771",95,1966,2023,"Etobicoke Centre",0
"1772",87,1972,2024,"Toronto Centre",0
"1773",97,1993,2024,"Toronto Centre",0
"1774",87,1960,2023,"Beaches-East York",0
"1775",80,1966,2023,"Beaches-East York",0
"1776",91,1956,2023,"Beaches-East York",0
"1777",88,1977,2023,"Beaches-East York",0
"1778",81,1987,2023,"Beaches-East York",0
"1779",95,2016,2024,"Beaches-East York",0
"1780",68,1970,2023,"Beaches-East York",0
"1781",92,1992,2024,"Beaches-East York",0
"1782",61,1968,2024,"Beaches-East York",-1
"1783",90,1915,2023,"Toronto-Danforth",0
"1784",89,1986,2023,"University-Rosedale",0
"1785",93,1954,2023,"York South-Weston",0
"1786",83,1954,2024,"York South-Weston",0
"1787",95,1955,2023,"York South-Weston",0
"1788",69,1954,2024,"York South-Weston",0
"1789",71,1945,2024,"York South-Weston",0
"1790",70,1954,2023,"York South-Weston",0
"1791",88,1954,2024,"York South-Weston",-1
"1792",70,1953,2023,"York South-Weston",0
"1793",88,1968,2023,"York South-Weston",-2
"1794",79,1968,2024,"York South-Weston",0
"1795",81,1968,2023,"York South-Weston",0
"1796",88,1960,2024,"York South-Weston",0
"1797",83,1960,2023,"York South-Weston",0
"1798",85,1930,2023,"Toronto-St. Paul's",-1
"1799",91,1960,2023,"York Centre",0
"1800",85,1950,2024,"Scarborough Centre",-2
"1801",95,2005,2023,"Toronto Centre",0
"1802",81,1960,2023,"Don Valley West",0
"1803",96,1960,2024,"Don Valley West",0
"1804",94,1955,2023,"Don Valley West",0
"1805",82,1960,2023,"Don Valley West",0
"1806",96,1974,2023,"Etobicoke Centre",-1
"1807",81,1950,2023,"Don Valley West",0
"1808",84,1950,2024,"Don Valley West",0
"1809",89,1960,2024,"Don Valley West",0
"1810",82,1960,2023,"Don Valley West",0
"1811",85,1950,2024,"Don Valley West",0
"1812",81,1947,2024,"Don Valley West",0
"1813",67,1939,2023,"Don Valley West",0
"1814",96,1982,2023,"Scarborough North",0
"1815",91,1964,2024,"Scarborough Southwest",0
"1816",92,1964,2024,"Scarborough Southwest",0
"1817",94,1960,2024,"Toronto-St. Paul's",0
"1818",88,1970,2024,"Toronto-St. Paul's",-1
"1819",96,2019,2023,"Eglinton-Lawrence",0
"1820",82,1952,2023,"Eglinton-Lawrence",0
"1821",84,1930,2023,"University-Rosedale",0
"1822",64,1976,2024,"Scarborough-Guildwood",-1
"1823",91,1972,2023,"Scarborough-Guildwood",-1
"1824",85,1971,2023,"Scarborough-Guildwood",-1
"1825",87,1971,2024,"Scarborough-Guildwood",-1
"1826",92,1957,2024,"Parkdale-High Park",-1
"1827",95,1961,2023,"Scarborough-Rouge Park",0
"1828",77,1977,2023,"Etobicoke Centre",-1
"1829",83,1977,2024,"Etobicoke Centre",-1
"1830",78,1970,2024,"Etobicoke Centre",-1
"1831",88,1962,2023,"Etobicoke Centre",0
"1832",89,1952,2023,"Etobicoke Centre",0
"1833",89,1955,2023,"Etobicoke Centre",0
"1834",86,1954,2024,"Etobicoke Centre",-1
"1835",85,1970,2024,"Etobicoke Centre",0
"1836",86,1954,2024,"Etobicoke Centre",0
"1837",67,1952,2024,"Etobicoke Centre",-1
"1838",82,1970,2023,"Etobicoke Centre",0
"1839",56,1951,2024,"Etobicoke Centre",-1
"1840",91,1956,2024,"Etobicoke Centre",0
"1841",90,1963,2023,"Don Valley West",0
"1842",93,1963,2024,"Don Valley West",0
"1843",98,1993,2023,"Etobicoke-Lakeshore",0
"1844",97,1993,2024,"Etobicoke-Lakeshore",0
"1845",90,1969,2024,"Etobicoke Centre",0
"1846",82,1962,2024,"Etobicoke Centre",0
"1847",83,1970,2023,"Etobicoke Centre",-1
"1848",87,1968,2023,"Etobicoke Centre",0
"1849",95,1970,2023,"Etobicoke Centre",0
"1850",86,1965,2024,"Etobicoke Centre",-1
"1851",76,1950,2023,"Etobicoke Centre",-1
"1852",95,1962,2023,"Etobicoke Centre",0
"1853",88,1960,2023,"Etobicoke Centre",0
"1854",88,1970,2023,"Etobicoke Centre",0
"1855",81,1969,2024,"Etobicoke Centre",0
"1856",100,1960,2024,"Don Valley West",0
"1857",93,1960,2023,"Don Valley West",0
"1858",72,1967,2023,"Don Valley West",0
"1859",95,1966,2024,"Don Valley West",0
"1860",88,1966,2023,"Don Valley West",0
"1861",86,1966,2023,"Don Valley West",0
"1862",83,1971,2023,"Don Valley West",0
"1863",92,1971,2024,"Don Valley West",0
"1864",86,1960,2023,"Davenport",0
"1865",97,2021,2024,"Scarborough North",0
"1866",97,1982,2024,"Scarborough North",0
"1867",83,1938,2023,"Toronto-St. Paul's",0
"1868",94,1938,2024,"Toronto-St. Paul's",0
"1869",89,1956,2023,"Toronto-St. Paul's",0
"1870",81,1938,2023,"Toronto-St. Paul's",0
"1871",92,1938,2024,"Toronto-St. Paul's",-1
"1872",85,1986,2024,"Toronto-St. Paul's",0
"1873",93,1955,2024,"Don Valley East",0
"1874",94,1960,2024,"Don Valley East",0
"1875",92,1964,2024,"Don Valley East",0
"1876",76,1972,2023,"Humber River-Black Creek",-1
"1877",92,1969,2024,"Humber River-Black Creek",0
"1878",89,1964,2024,"Etobicoke North",-1
"1879",83,1950,2023,"Etobicoke North",0
"1880",87,1960,2023,"Etobicoke North",0
"1881",80,1959,2024,"Etobicoke North",-1
"1882",82,1960,2024,"Etobicoke North",-1
"1883",75,1960,2024,"Etobicoke North",-1
"1884",91,1960,2024,"Scarborough-Agincourt",0
"1885",80,1956,2023,"Don Valley West",0
"1886",90,1950,2023,"Toronto-St. Paul's",0
"1887",81,1955,2024,"Beaches-East York",0
"1888",89,1962,2024,"York Centre",0
"1889",93,1994,2023,"York South-Weston",0
"1890",95,1974,2023,"York South-Weston",0
"1891",97,2014,2023,"Toronto Centre",0
"1892",94,2019,2024,"Spadina-Fort York",0
"1893",81,1987,2023,"Parkdale-High Park",0
"1894",88,1972,2024,"Parkdale-High Park",-1
"1895",90,1920,2024,"Parkdale-High Park",0
"1896",89,1890,2024,"Parkdale-High Park",-1
"1897",94,1976,2024,"Parkdale-High Park",-1
"1898",78,1916,2024,"Parkdale-High Park",-3
"1899",98,1967,2024,"Parkdale-High Park",0
"1900",93,1992,2024,"Parkdale-High Park",0
"1901",87,1917,2023,"Parkdale-High Park",0
"1902",76,1960,2023,"Parkdale-High Park",-1
"1903",80,1952,2024,"Parkdale-High Park",-2
"1904",70,1900,2023,"Parkdale-High Park",0
"1905",76,1910,2024,"Parkdale-High Park",0
"1906",98,1954,2024,"Etobicoke-Lakeshore",0
"1907",98,1954,2023,"Etobicoke-Lakeshore",0
"1908",61,1950,2024,"Etobicoke-Lakeshore",0
"1909",91,1953,2024,"Etobicoke-Lakeshore",-1
"1910",94,1958,2024,"Etobicoke-Lakeshore",0
"1911",86,1963,2023,"York Centre",0
"1912",96,1961,2023,"Scarborough-Rouge Park",0
"1913",89,1965,2024,"Scarborough-Rouge Park",0
"1914",91,1972,2023,"Scarborough-Rouge Park",0
"1915",92,1972,2023,"Scarborough-Guildwood",0
"1916",81,1960,2024,"Scarborough-Guildwood",0
"1917",95,1973,2024,"Scarborough-Guildwood",0
"1918",90,1957,2024,"Toronto-Danforth",0
"1919",74,1965,2024,"Toronto-Danforth",0
"1920",82,1960,2024,"University-Rosedale",0
"1921",87,1993,2024,"Toronto-St. Paul's",0
"1922",78,1955,2024,"Toronto-St. Paul's",-1
"1923",96,1983,2023,"Don Valley West",0
"1924",96,1968,2024,"Toronto-St. Paul's",0
"1925",99,2010,2024,"Don Valley West",0
"1926",72,1913,2023,"Davenport",0
"1927",85,1965,2023,"Parkdale-High Park",0
"1928",94,1960,2023,"Eglinton-Lawrence",0
"1929",90,1978,2023,"Humber River-Black Creek",0
"1930",81,1961,2024,"University-Rosedale",-1
"1931",87,1983,2024,"Toronto Centre",0
"1932",83,1918,2024,"Toronto Centre",0
"1933",73,1989,2024,"Toronto Centre",0
"1934",90,1985,2023,"Toronto Centre",0
"1935",76,1991,2024,"Toronto Centre",0
"1936",87,1957,2024,"York South-Weston",0
"1937",79,1965,2024,"York South-Weston",-1
"1938",91,1951,2024,"York South-Weston",0
"1939",86,1980,2023,"Humber River-Black Creek",0
"1940",91,1962,2023,"Etobicoke Centre",0
"1941",78,1969,2024,"Etobicoke Centre",0
"1942",96,1970,2023,"Etobicoke Centre",0
"1943",85,1962,2023,"Etobicoke Centre",0
"1944",78,1962,2023,"Toronto-St. Paul's",0
"1945",89,1970,2024,"Etobicoke-Lakeshore",0
"1946",64,1954,2024,"Etobicoke-Lakeshore",-2
"1947",97,1970,2024,"Etobicoke-Lakeshore",0
"1948",89,1970,2023,"Etobicoke-Lakeshore",0
"1949",88,1970,2023,"Etobicoke-Lakeshore",0
"1950",98,2016,2023,"Scarborough Southwest",0
"1951",96,1988,2024,"Don Valley West",-1
"1952",89,1985,2023,"Don Valley West",0
"1953",90,1959,2023,"Don Valley West",0
"1954",75,1975,2023,"Don Valley West",0
"1955",97,1960,2023,"Don Valley West",0
"1956",97,1960,2024,"Don Valley West",0
"1957",74,1964,2023,"Don Valley West",0
"1958",92,1959,2024,"Don Valley West",0
"1959",82,1962,2023,"Don Valley West",0
"1960",73,1965,2023,"Don Valley West",-1
"1961",88,1964,2023,"Don Valley West",0
"1962",89,1966,2024,"Don Valley West",-1
"1963",84,1968,2024,"Don Valley West",0
"1964",96,1960,2024,"Don Valley West",0
"1965",97,1960,2024,"Don Valley West",0
"1966",94,1968,2023,"Don Valley West",0
"1967",88,1960,2023,"Don Valley West",0
"1968",87,1962,2023,"Etobicoke North",0
"1969",90,1954,2023,"Toronto-Danforth",0
"1970",100,1950,2023,"Toronto-Danforth",0
"1971",98,1994,2024,"York Centre",0
"1972",98,1978,2023,"York Centre",0
"1973",97,1989,2024,"Scarborough Southwest",0
"1974",97,1974,2024,"Scarborough-Guildwood",0
"1975",76,1973,2024,"Don Valley North",0
"1976",78,1973,2024,"Don Valley North",0
"1977",84,1973,2024,"Don Valley North",0
"1978",81.1,1973,2023,"Don Valley North",0
"1979",98,1956,2023,"Scarborough Centre",0
"1980",79,1961,2024,"Scarborough Centre",0
"1981",95,1992,2023,"Beaches-East York",0
"1982",77,1960,2023,"York South-Weston",0
"1983",89,1956,2023,"York South-Weston",0
"1984",70,1950,2023,"York South-Weston",0
"1985",85,1950,2023,"York South-Weston",0
"1986",72,1957,2024,"York South-Weston",-4
"1987",94,1974,2023,"York South-Weston",-2
"1988",86,1974,2024,"York South-Weston",0
"1989",95,1964,2024,"Etobicoke Centre",0
"1990",85,1966,2024,"Parkdale-High Park",-2
"1991",96,1964,2024,"Scarborough Centre",0
"1992",90,1964,2023,"Scarborough Centre",0
"1993",81,1963,2023,"Scarborough Centre",-1
"1994",97,1960,2023,"Scarborough Centre",0
"1995",87,1963,2024,"Scarborough Centre",-1
"1996",72,1970,2023,"Beaches-East York",0
"1997",78,1970,2024,"Beaches-East York",0
"1998",72,1970,2024,"Beaches-East York",0
"1999",78,1970,2024,"Beaches-East York",0
"2000",74,1970,2023,"Beaches-East York",0
"2001",78,1970,2024,"Beaches-East York",0
"2002",78,1959,2024,"Beaches-East York",0
"2003",86,1954,2024,"Beaches-East York",0
"2004",82,1950,2024,"Beaches-East York",0
"2005",94,1960,2024,"Beaches-East York",0
"2006",30,1934,2023,"Beaches-East York",0
"2007",26,1954,2023,"Beaches-East York",-2
"2008",88,1920,2024,"Beaches-East York",0
"2009",95,1958,2024,"Beaches-East York",0
"2010",88,1958,2024,"Beaches-East York",0
"2011",87,1950,2023,"Beaches-East York",0
"2012",70,1992,2023,"Beaches-East York",0
"2013",83,1954,2024,"Beaches-East York",-2
"2014",77,1985,2024,"Beaches-East York",-3
"2015",89,1950,2024,"Beaches-East York",0
"2016",82,1940,2023,"Beaches-East York",0
"2017",84,1957,2024,"Beaches-East York",0
"2018",88,1994,2024,"Beaches-East York",0
"2019",86,1971,2024,"Beaches-East York",0
"2020",82,1935,2024,"Beaches-East York",0
"2021",79,1962,2023,"Beaches-East York",-1
"2022",78,1925,2024,"Beaches-East York",0
"2023",81,1925,2023,"Beaches-East York",0
"2024",98,1991,2024,"Scarborough-Rouge Park",0
"2025",97,1993,2023,"Scarborough-Rouge Park",0
"2026",92,1950,2023,"Eglinton-Lawrence",0
"2027",93,1950,2023,"Eglinton-Lawrence",0
"2028",93,1990,2024,"Eglinton-Lawrence",0
"2029",66,1960,2023,"Eglinton-Lawrence",0
"2030",83,1960,2023,"Eglinton-Lawrence",0
"2031",99,1955,2024,"Eglinton-Lawrence",0
"2032",92,1959,2023,"Eglinton-Lawrence",0
"2033",80,1958,2024,"Eglinton-Lawrence",0
"2034",86,1969,2023,"Eglinton-Lawrence",0
"2035",98,1975,2024,"Eglinton-Lawrence",0
"2036",84,1956,2023,"Eglinton-Lawrence",0
"2037",79,1957,2023,"Eglinton-Lawrence",0
"2038",79,1960,2023,"Eglinton-Lawrence",0
"2039",85,1974,2024,"Eglinton-Lawrence",0
"2040",84,1974,2024,"Eglinton-Lawrence",0
"2041",86,1974,2024,"Eglinton-Lawrence",-1
"2042",74,1974,2023,"Eglinton-Lawrence",0
"2043",98,2021,2024,"",0
"2044",64,1964,2023,"Beaches-East York",0
"2045",83,1984,2024,"Beaches-East York",0
"2046",90,1957,2023,"Etobicoke-Lakeshore",0
"2047",95,1956,2023,"Etobicoke-Lakeshore",0
"2048",95,1947,2023,"Etobicoke-Lakeshore",0
"2049",66,1955,2024,"Etobicoke-Lakeshore",0
"2050",73,1958,2023,"Etobicoke-Lakeshore",0
"2051",92,1969,2024,"Toronto-St. Paul's",0
"2052",91,1969,2023,"Toronto-St. Paul's",0
"2053",87,1950,2024,"Eglinton-Lawrence",0
"2054",96,1954,2023,"Eglinton-Lawrence",0
"2055",93,1963,2024,"Eglinton-Lawrence",0
"2056",87,1965,2023,"Eglinton-Lawrence",0
"2057",96,1958,2024,"Eglinton-Lawrence",0
"2058",90,1959,2023,"Eglinton-Lawrence",0
"2059",94,1988,2023,"Eglinton-Lawrence",0
"2060",90,1953,2023,"Eglinton-Lawrence",0
"2061",96,1965,2024,"Eglinton-Lawrence",0
"2062",64,1960,2024,"Eglinton-Lawrence",-1
"2063",92,1960,2023,"Eglinton-Lawrence",0
"2064",84,1965,2023,"Eglinton-Lawrence",0
"2065",80,1959,2023,"Eglinton-Lawrence",0
"2066",95,1955,2023,"Eglinton-Lawrence",0
"2067",87,1974,2023,"Eglinton-Lawrence",0
"2068",96,1960,2023,"Eglinton-Lawrence",0
"2069",84,1974,2024,"York South-Weston",0
"2070",97,1972,2023,"Scarborough Centre",0
"2071",70,1969,2023,"Scarborough Centre",-1
"2072",90,1960,2024,"Scarborough Centre",0
"2073",96,2005,2023,"Eglinton-Lawrence",0
"2074",94,1960,2024,"York Centre",0
"2075",90,1955,2023,"York Centre",0
"2076",84,1957,2024,"York Centre",0
"2077",89,1955,2023,"York Centre",0
"2078",84,1955,2023,"York Centre",0
"2079",87,1963,2023,"Scarborough Centre",-1
"2080",87,1969,2024,"Scarborough Centre",0
"2081",95,1968,2024,"Scarborough-Guildwood",0
"2082",84,1970,2024,"Scarborough-Guildwood",-1
"2083",94,1968,2023,"Scarborough-Guildwood",0
"2084",85,1970,2024,"Scarborough-Guildwood",0
"2085",86,1971,2023,"Scarborough-Guildwood",0
"2086",99,2015,2024,"Toronto-St. Paul's",0
"2087",97,2014,2024,"Toronto-St. Paul's",0
"2088",91,1965,2024,"Etobicoke-Lakeshore",0
"2089",97,1993,2024,"Etobicoke-Lakeshore",0
"2090",94,1970,2024,"Etobicoke-Lakeshore",0
"2091",93,1970,2024,"Etobicoke-Lakeshore",0
"2092",87,1957,2024,"Etobicoke-Lakeshore",-1
"2093",93,1970,2024,"Etobicoke-Lakeshore",0
"2094",60,1970,2023,"Etobicoke-Lakeshore",-2
"2095",98,1968,2023,"Etobicoke-Lakeshore",0
"2096",68,1950,2024,"Etobicoke-Lakeshore",0
"2097",78,1958,2024,"Etobicoke-Lakeshore",0
"2098",100,1965,2023,"Parkdale-High Park",0
"2099",93,1965,2023,"Parkdale-High Park",0
"2100",93,1959,2023,"Parkdale-High Park",0
"2101",94,1962,2024,"Parkdale-High Park",0
"2102",96,1957,2023,"Parkdale-High Park",0
"2103",91,1965,2023,"Parkdale-High Park",0
"2104",87,1992,2024,"Parkdale-High Park",0
"2105",87,1960,2023,"Parkdale-High Park",0
"2106",87,1960,2023,"Parkdale-High Park",0
"2107",95,1970,2024,"Scarborough Southwest",0
"2108",90,1971,2023,"Scarborough Southwest",0
"2109",94,1956,2024,"Scarborough Southwest",0
"2110",92,1920,2024,"Scarborough Southwest",0
"2111",96,1956,2024,"Scarborough Southwest",0
"2112",88,1959,2023,"Scarborough Southwest",0
"2113",91,1955,2024,"Scarborough Southwest",0
"2114",86,1940,2024,"Scarborough Southwest",0
"2115",85,1940,2024,"Scarborough Southwest",0
"2116",73,1940,2024,"Scarborough Southwest",-2
"2117",75,1940,2023,"Scarborough Southwest",0
"2118",88,1940,2024,"Scarborough Southwest",0
"2119",78,1940,2023,"Scarborough Southwest",0
"2120",81,1950,2023,"Scarborough Southwest",0
"2121",88,1950,2023,"Scarborough Southwest",0
"2122",92,1960,2023,"Scarborough Southwest",-1
"2123",89,1967,2024,"Scarborough Southwest",0
"2124",92,1967,2023,"Scarborough Southwest",0
"2125",96,1968,2023,"Scarborough Southwest",0
"2126",57,1960,2024,"Scarborough Southwest",0
"2127",93,1968,2023,"Scarborough Southwest",0
"2128",97,1992,2023,"Scarborough-Guildwood",0
"2129",92,1967,2023,"Scarborough-Guildwood",0
"2130",86,1985,2023,"Scarborough-Guildwood",0
"2131",93,1985,2023,"Scarborough-Guildwood",0
"2132",92,1965,2024,"Etobicoke North",0
"2133",83,1956,2024,"Etobicoke-Lakeshore",-1
"2134",98,2019,2023,"Spadina-Fort York",0
"2135",100,2021,2023,"Toronto Centre",0
"2136",83,1969,2024,"Humber River-Black Creek",0
"2137",80,1974,2023,"Humber River-Black Creek",0
"2138",83,1935,2023,"Parkdale-High Park",0
"2139",91,1964,2023,"Scarborough Southwest",0
"2140",95,1961,2023,"Don Valley East",0
"2141",82,1910,2023,"Davenport",0
"2142",67,1930,2024,"Davenport",-1
"2143",90,1968,2023,"Toronto-St. Paul's",-1
"2144",81,1968,2023,"Toronto-St. Paul's",0
"2145",98,2003,2024,"Toronto-St. Paul's",0
"2146",89,1960,2024,"Toronto-St. Paul's",0
"2147",88,1940,2023,"Beaches-East York",0
"2148",90,1979,2024,"Beaches-East York",0
"2149",70,1960,2024,"Beaches-East York",0
"2150",66,1960,2024,"Beaches-East York",0
"2151",95,1950,2023,"Beaches-East York",0
"2152",83,1951,2023,"Beaches-East York",0
"2153",78,1965,2024,"Beaches-East York",-1
"2154",96,1951,2023,"Beaches-East York",0
"2155",83,1954,2023,"Beaches-East York",0
"2156",85,1951,2024,"Beaches-East York",0
"2157",86,1950,2024,"Beaches-East York",0
"2158",93,1958,2024,"Beaches-East York",0
"2159",70,1953,2024,"Beaches-East York",0
"2160",84,1980,2023,"Beaches-East York",0
"2161",82,1949,2023,"York Centre",0
"2162",88,1949,2023,"York Centre",0
"2163",83,1951,2023,"York Centre",0
"2164",84,1949,2024,"York Centre",0
"2165",76,1953,2024,"York Centre",0
"2166",90,1949,2024,"York Centre",0
"2167",92,1955,2024,"York Centre",0
"2168",87,1949,2024,"York Centre",0
"2169",89,1955,2023,"York Centre",0
"2170",92,1949,2024,"York Centre",0
"2171",72,1954,2023,"York Centre",0
"2172",79,1949,2024,"York Centre",0
"2173",84,1954,2023,"York Centre",0
"2174",87,1949,2024,"York Centre",0
"2175",95,1920,2024,"University-Rosedale",0
"2176",81,1966,2024,"Don Valley East",-1
"2177",80,1966,2023,"Don Valley East",-1
"2178",88,1957,2023,"Etobicoke-Lakeshore",0
"2179",98,1951,2023,"Etobicoke-Lakeshore",0
"2180",98,1972,2024,"Etobicoke-Lakeshore",0
"2181",96,1965,2024,"Etobicoke-Lakeshore",0
"2182",91,1960,2023,"Etobicoke-Lakeshore",0
"2183",95,1963,2023,"Etobicoke Centre",0
"2184",95,1963,2023,"Etobicoke Centre",0
"2185",91,1963,2024,"Etobicoke Centre",0
"2186",98,1964,2023,"Etobicoke Centre",0
"2187",82,1956,2023,"York Centre",0
"2188",94,1995,2024,"Etobicoke Centre",0
"2189",94,1963,2023,"Parkdale-High Park",0
"2190",88,1965,2024,"Parkdale-High Park",-1
"2191",92,1956,2024,"Parkdale-High Park",-1
"2192",88,1957,2023,"Parkdale-High Park",0
"2193",87,1963,2024,"Parkdale-High Park",-1
"2194",94,1961,2024,"Don Valley East",0
"2195",95,1961,2023,"Don Valley East",0
"2196",89,1985,2024,"Toronto-Danforth",0
"2197",89,1983,2023,"Toronto-Danforth",-1
"2198",99,1959,2023,"Don Valley West",0
"2199",84,1965,2023,"Don Valley West",0
"2200",99,1959,2023,"Don Valley West",0
"2201",97,1965,2023,"Don Valley West",0
"2202",100,1963,2024,"Don Valley West",0
"2203",94,1967,2024,"Don Valley East",-1
"2204",90,1965,2023,"Don Valley East",-2
"2205",96,1968,2023,"Don Valley North",0
"2206",98,1969,2023,"Don Valley North",0
"2207",90,1986,2024,"Spadina-Fort York",0
"2208",69,1969,2024,"Spadina-Fort York",0
"2209",94,1957,2024,"Eglinton-Lawrence",0
"2210",74,1957,2023,"Eglinton-Lawrence",0
"2211",85,1960,2024,"Toronto-St. Paul's",0
"2212",97,1975,2023,"Toronto-St. Paul's",0
"2213",88,1928,2023,"Toronto-St. Paul's",0
"2214",87,1963,2024,"Toronto-St. Paul's",0
"2215",96,1991,2024,"Toronto-St. Paul's",0
"2216",93,1940,2024,"Toronto-St. Paul's",0
"2217",80,1953,2024,"Etobicoke-Lakeshore",-1
"2218",87,1956,2023,"Etobicoke-Lakeshore",-1
"2219",89,1962,2023,"Etobicoke-Lakeshore",0
"2220",84,1959,2023,"Etobicoke-Lakeshore",0
"2221",98,1954,2023,"Etobicoke-Lakeshore",0
"2222",87,1967,2023,"Etobicoke-Lakeshore",0
"2223",96,1992,2024,"Etobicoke Centre",0
"2224",81,1968,2024,"Etobicoke North",0
"2225",81,1965,2023,"Etobicoke North",0
"2226",77,1968,2023,"Etobicoke North",-3
"2227",89,1978,2024,"Etobicoke North",0
"2228",89,1978,2023,"Etobicoke North",0
"2229",94,1976,2024,"Etobicoke North",-1
"2230",91,1976,2023,"Etobicoke North",-3
"2231",87,1978,2024,"Etobicoke North",-1
"2232",83,1973,2024,"Etobicoke Centre",0
"2233",78,1971,2024,"Etobicoke Centre",-1
"2234",94,1982,2023,"Etobicoke Centre",0
"2235",97,1979,2023,"Etobicoke Centre",0
"2236",79,1921,2023,"Toronto-Danforth",-2
"2237",88,1963,2023,"Etobicoke-Lakeshore",0
"2238",93,1964,2024,"Etobicoke-Lakeshore",-1
"2239",79,1963,2023,"Etobicoke-Lakeshore",0
"2240",98,1950,2024,"Etobicoke-Lakeshore",0
"2241",93,1959,2023,"Etobicoke-Lakeshore",0
"2242",99,1957,2023,"Etobicoke-Lakeshore",0
"2243",99,1957,2024,"Etobicoke-Lakeshore",0
"2244",99,1959,2023,"Etobicoke-Lakeshore",0
"2245",86,1959,2023,"Beaches-East York",0
"2246",70,1951,2023,"Beaches-East York",0
"2247",67,1951,2023,"Beaches-East York",0
"2248",79,1951,2023,"Beaches-East York",0
"2249",82,1951,2023,"Beaches-East York",0
"2250",84,1951,2023,"Beaches-East York",0
"2251",89,1953,2023,"Beaches-East York",0
"2252",86,1953,2023,"Beaches-East York",0
"2253",84,1953,2024,"Beaches-East York",0
"2254",83,1970,2024,"Parkdale-High Park",0
"2255",91,1970,2024,"Parkdale-High Park",0
"2256",97,1918,2024,"Parkdale-High Park",0
"2257",95,2010,2024,"Toronto Centre",0
"2258",80,2012,2023,"Toronto Centre",0
"2259",54,1969,2024,"Toronto Centre",-1
"2260",87,1972,2023,"Toronto Centre",0
"2261",81,1972,2024,"Toronto Centre",0
"2262",92,1945,2023,"Willowdale",0
"2263",97,1945,2024,"Willowdale",0
"2264",98,1945,2024,"Willowdale",0
"2265",91,1945,2023,"Willowdale",0
"2266",98,1945,2024,"Willowdale",0
"2267",99,1945,2024,"Willowdale",0
"2268",89,1965,2023,"Parkdale-High Park",0
"2269",87,1965,2024,"Parkdale-High Park",-1
"2270",83,1965,2023,"Parkdale-High Park",0
"2271",91,1986,2023,"Parkdale-High Park",0
"2272",87,1962,2023,"Don Valley East",0
"2273",88,1967,2024,"Don Valley North",0
"2274",95,1968,2024,"Don Valley North",0
"2275",95,1968,2023,"Don Valley North",0
"2276",96,1986,2023,"Don Valley North",0
"2277",83,1967,2023,"Parkdale-High Park",0
"2278",86,1952,2024,"Parkdale-High Park",-1
"2279",82,1960,2024,"Parkdale-High Park",-1
"2280",83,1927,2024,"Parkdale-High Park",-1
"2281",87,1975,2023,"Parkdale-High Park",0
"2282",91,1955,2023,"Davenport",0
"2283",96,1955,2023,"Davenport",0
"2284",81,1940,2024,"Davenport",-1
"2285",92,1968,2023,"Davenport",0
"2286",83,1969,2024,"Davenport",0
"2287",92,1957,2023,"Toronto-St. Paul's",0
"2288",99,1959,2024,"Toronto-St. Paul's",0
"2289",90,1937,2024,"Toronto-St. Paul's",0
"2290",93,1954,2023,"Toronto-St. Paul's",0
"2291",97,1958,2024,"York South-Weston",0
"2292",81,1958,2024,"York South-Weston",0
"2293",81,1985,2024,"Toronto Centre",0
"2294",96,2015,2024,"Toronto Centre",0
"2295",92,2013,2024,"Toronto Centre",0
"2296",91,2009,2024,"Toronto Centre",0
"2297",91,2009,2023,"Toronto Centre",0
"2298",68,1948,2024,"Toronto Centre",0
"2299",95,1956,2023,"Toronto-Danforth",0
"2300",88,1920,2023,"Toronto-St. Paul's",0
"2301",97,2018,2024,"Toronto-St. Paul's",0
"2302",79,1947,2023,"Toronto-St. Paul's",0
"2303",92,1929,2023,"Toronto-St. Paul's",0
"2304",96,1929,2024,"Toronto-St. Paul's",0
"2305",81,1950,2023,"Toronto-St. Paul's",-2
"2306",91,1977,2023,"Toronto-St. Paul's",0
"2307",86,1960,2024,"Toronto-St. Paul's",-1
"2308",84,1955,2024,"Toronto-St. Paul's",0
"2309",92,1983,2024,"Toronto-St. Paul's",0
"2310",92,1920,2023,"Toronto-St. Paul's",0
"2311",89,1929,2023,"Toronto-St. Paul's",0
"2312",76,1955,2023,"Toronto-St. Paul's",0
"2313",87,1955,2024,"Toronto-St. Paul's",-1
"2314",68,1952,2024,"Toronto-St. Paul's",-1
"2315",92,1920,2023,"Toronto-St. Paul's",0
"2316",82,1955,2023,"Toronto-St. Paul's",0
"2317",82,2009,2023,"Toronto-St. Paul's",0
"2318",81,1930,2023,"Toronto-St. Paul's",0
"2319",80,1958,2023,"Toronto-St. Paul's",0
"2320",95,1955,2023,"Toronto-St. Paul's",0
"2321",90,1927,2024,"Toronto-St. Paul's",0
"2322",79,1938,2024,"Toronto-St. Paul's",-2
"2323",80,1926,2023,"Toronto-St. Paul's",0
"2324",93,1934,2024,"Toronto-St. Paul's",0
"2325",91,1952,2024,"Toronto-St. Paul's",0
"2326",96,1940,2024,"Toronto-St. Paul's",0
"2327",78,1954,2023,"Etobicoke-Lakeshore",0
"2328",85,1961,2024,"Etobicoke-Lakeshore",0
"2329",93,1960,2024,"Etobicoke-Lakeshore",0
"2330",92,1960,2023,"Etobicoke-Lakeshore",0
